Q9VUR1	Q92759
Q9VB62	P33611	Q21625	Q14181
O55128	Q09250	Q9VEX9	O00422
Q8MRI3	Q8N8R7
Q9U539	A1Z8N1	Q8N4F4
P97310	Q9V461
Q9VEJ2	Q9N3Q9
Q18195	Q9VMQ7	Q96EB1
Q22782	Q9NRW1	O96692	P61294
Q9Y093	Q19130	O94808
Q9BT78	O88544	Q9V345	Q9N359
P53569	Q03701
Q9VKH9	Q12840
P35249	P53034	P53016
O75293	Q9Z111	A1Z6W5
Q9VWE6	Q8WYP5
Q9W2I0	Q63ZY3
P52011	Q7K2I4	P62937
O02649	P47207	Q9NPJ1
Q18776	Q7L273
Q9VKW4	V9HW29	E9Q5G3	O45935
Q9U1X8	Q2MGL3	O75817
Q9VX01	P54315
Q8WQG9	P92208	Q9HC98	Q80UE6
O00116	Q7K511	Q8I4K2
Q923J1	G5EE02	Q9UL62
Q9NBD7	Q80TV8	P32744	Q8NB74
O08808	Q9BL72	O95466
Q9VQA5	P12829
Q9VXG4	G5EEA8	P12429
Q9V4C7	P98194
Q7KM13	Q9WV93	Q9UBP5
Q9VEJ4	P63146
Q0KI81	O01767	Q9Y2R2
Q9VT91	Q22006	Q9BV38
Q5VV41	Q69ZK0	P91620
Q6PFD9	P35658	Q9VCH5	Q9XWK3
Q27331	P38606
P82711	O44657	Q4G0S4
P08761	O02089
Q9VS57	Q9U2G0	Q9UGP8
Q80YE7	Q9VFD5	Q9H765
Q9N5X6	Q9W3J4	P36508
A8JR14	Q8IW19
Q8MQ70	Q9VA38	P70336	P53350
Q95QC2	Q9VKU3	Q14197
P25205	Q9XVR7	Q9VGW6
P63279	P63280	Q95017	Q7JW03
P36956	Q9VW37	Q3U1N2	Q9XX00
Q96H72	Q09957	Q31125
Q61285	Q9VDR4	G5EG61	Q9UG63
Q8IH89	Q70CQ2
Q9N4G9	Q9VXE0	P62308
Q9TXI4	Q0KHZ6	P38117
Q00449	P13569
Q9H853	P08841	P34475
Q9H0R8	Q91VR7	Q09490	Q9VEG5
Q24371	Q9H7D7
Q95T37	Q8MQ55	Q9BWQ8
P83967	P10986	P60709
P15920	G5EGP4	Q9VE75	Q9Y487
Q8SYJ2	Q9NRX3
Q8WUM4	G5EBN5
Q8SZ87	P83876
E2QCP0	Q27532	Q16695
Q8CGY8	Q9H6T3	Q21746	Q9VPN5
Q21556	Q9VMV5	P02461
P50897	O88531	Q9W3C7
Q9W5T4	Q8NBF2
Q9P013	Q9V3B6	O45766
Q9VXY7	Q9DBG5	Q99541
P61513	Q9VMU4	Q9U2A8
Q99J95	P45984	Q23993
Q9VM22	Q6P9B6
Q2MV57	Q96GX1
Q22398	Q6HA08
P14483	P13762
Q9VB20	P11047
O18645	Q8IWU2
Q95Y94	O18394	Q9ERK7	P46098
P90976	Q12959	P31007	Q62108
Q7KU30	O95342
Q22592	A8MW95
Q20282	Q14050
Q9DBY1	Q95Y82	Q9H9V4
Q3THG9	Q9W4R9
Q9VPX3	Q9TYV5	Q96CB9
Q9VU14	Q499Y8
Q7K1E3	P00746
Q9V3Z4	O00232
O43309	Q9W4V9
Q9GPP6	A8K0Y0
Q9VAW7	P14927	Q9CQB4	Q9N5E4
Q91WA6	Q9BYM8
Q9VK67	Q96FT9
Q16827	Q9W0G1-2	O61789
Q9VC57	Q8NHH9
P11177	Q7K5K3	Q93619
Q71F55	P25942
Q8IRJ8	Q9U3S3	Q6I9Y2
O43414	Q9W2A1	O44406
Q9Z2R9	Q95ZQ4	Q01974	Q8MQJ7
Q9VZU4	O01602	O75489
Q9VGR1	Q96CN9
Q9W0R7	Q8N2N9
O60941	Q9D2N4	Q0E9B2
Q27873	Q9NV79
O02158	Q9VW26	P04181
O45137	Q9VPH6	P19113
P28230	Q8N144
A1Z743	Q5VWP2
Q9VWG3	O01869	P46783
P45843	Q9NP58
G5EEZ3	O14764
H2KYS8	Q9UBL6
Q80YV3	Q9Y4A5
Q7JR61	P49419
P04388	Q9UNT1	Q22045
Q8VH51	Q18318	Q9VIS0	Q13595
Q9U240	Q7K0D8	Q9UKX7
Q9ES46	Q9VWD0	Q9HBI1
P10599	Q9V429	G5EFF8
P78362	Q03563	Q9VNV0
Q9VXX1	Q5VU21
P49591	Q9VF85	Q18678
Q8SXB0	P27918
Q7RTS9	Q7KNA0	Q18668
Q93348	Q24248	P40424
Q18843	P08183
Q9JIF0	O02325	Q9W1V1	Q9NR22
Q9W404	G5EG13	Q9NZC7
Q9VS91	Q96CW5
Q99PW8	Q9VRK9	Q21441	Q15058
Q9V9K7	Q9BXP5
Q9VU37	O60725
Q8SWW7	Q5THT1
Q9Y0Z0	Q16222
P78337	G5EGE2	P54366
Q9P0R6	Q9VNV2	Q22757
Q7JYV7	Q9Y3D8
Q9VID3	P18848
P62280	Q0E9B6	Q20206
Q7L5Y9	Q8MSB1	O18188
P35546	Q20933	O95747
P98156	Q9VM64	Q06561	O75074
Q9V3T8	Q8CCS6	Q93233	Q01130
Q9W1M8	P23229
P97864	P51878	O02002	G5EBM1
P91277	P91632	Q15366
Q9VGZ4	Q66K64
K8FE10	Q9VN04	A0A0U1RR07
P08581	Q9TW45	P00528
P01731	P01732
Q9VHV8	Q8WYL5
Q7KRW1	Q9UKV5
P62960	Q6ZN17	G5EDV3
P35875	P11103	P09874
Q7PLI2	Q6KC79	Q6KCD5	Q95XZ5
P10041	P34576	Q9UM47
Q9VFA2	Q9NP94
Q9VRU2	O44738	Q7Z7H5
Q17606	Q9VJY6	Q9UHA3
P53779	U4PR86
Q9VJU4	Q19853	Q9Y5W5
P25025	O02043
Q9VNU3	Q9UL16
Q9VLW7	P81299	Q9BVJ7
Q9NZ01	Q9VLP9	Q20344
Q99JZ7	Q9UJM3
Q00653	P25799	Q93203	Q9VCM6
Q60I23	Q9VLH8	P48436
Q13620	Q17392
Q9VIZ3	Q09530	Q8IX18
Q22795	P42124	Q61188	Q15910
Q9VCZ8	Q99471	Q6ZWY7	Q21993
Q7Z3B4	Q9V6B9	Q9U3C1
Q8SWV7	Q21021	P49792
Q8C886	Q494U1
Q8K3G9	Q9VCQ6	Q8NEU8
Q9Y134	Q15477
O60762	Q9VIU7	Q9TYJ7
Q9VB23	O18178	Q14738
Q9W2K8	P17480
Q9NT62	Q9CPX6	Q9N369
Q60930	Q9Y277	Q9VKP3
Q9VCU5	Q13823
O95183	P63044	P18489
Q9VC07	H3BQM0
Q12894	Q9VQI5	P19182	Q20965
Q9BR76	Q7JVY0	Q21624
Q9UNE7	O61650	Q02335
Q23175	Q15475	Q27350	Q62232
Q8T8W6	Q9NQ88
P36873	Q05547	Q27497
Q7JWH5	Q20052	Q9UBF6
Q7KNF5	Q21970	Q9ULJ6
Q07020	Q9VS34	O45946
Q9V9X7	Q8TCS8
A5PEX5	Q9W486	Q6P8Y7	Q8NI35
A1Z7L8	Q16620
Q9V9Q4	O95433
Q8T3I1	Q95QB5	O95155
P09067	P34684	P09077
O45436	P41235
Q9QYB1	Q9NZA1
Q9W0P5	O62107	O95455
A1Z971	Q8WZ73
P34642	Q9VSC1	P49458
Q8IRE5	Q9DB75	Q9H305
Q9VIK6	Q01850
Q8WQ62	O76080
Q9VRN3	Q9HAF1
Q9XUM8	Q99ML9	Q9XZS4	Q9H0F5
Q9QXZ9	P91487	Q96R67
O01368	O60885	P45481	Q9TZB8
P30280	P41002	Q9GTQ8	Q9U2M5
O44502	Q96MW5	Q9JJA2	Q9VKH0
P31264	P35548	Q9U1R1
Q86TA1	Q95RA8	G5ECT9
Q09599	Q14493
Q9VF81	Q96RK4
Q18406	Q9XTM1	Q8IW24
O60658	Q9VJ79	Q9QXI7	Q8I0P7
O08539	Q7KLE5	Q21004	Q9NQY0
Q99683	Q9XTG7	O62618	O35099
Q9VXH3	Q22070
Q9I7L0	O17983	Q8TBH0
Q9XUY2	A1Z7Q8	O43741
Q24574	O94782
O60566	Q21776	Q9VMS5
Q61069	Q9W4J8	Q5TYL0	Q15853
Q9VH69	P62273
Q9W2N5	Q96G75
Q06219	Q15406	Q21701	P34021-3
Q9W555	Q09236	P48444
P82147	Q19228	Q9UJY1
Q9DC51	P20353	P30679	Q9BIG2
H2KZG7	Q9C0J8
Q8IYV1	Q7JMA9	P28656	Q9U1L4
Q8WQL7	Q96GD4	Q94533	Q9WV60
O16453	Q6NZ44
P48025	Q38SD2	G5EFM9	Q24170
Q06559	P48152	P23396
Q9VUB7	Q94046	Q6ZW49
Q9VY47	Q70Z35
O95639	Q9VPT8	Q7YTG9
Q8MS22	P92004	Q7Z5L9
Q96GA3	Q7KN79	O02327
Q86TU7	Q9W3U1	Q9BL48
Q17971	Q5SSW2	Q14997
Q96K17	Q7KM15	Q18885
P52554	Q9VW56	O15212
G5EBM6	P07949	Q9VGK8	P16056
P54811	P62333	Q8SZ19
Q9JLQ2	Q95RG8	Q9XXH8
Q9V3Z2	P20160
Q19813	Q14031
Q9V9J3	P06239
P97470	Q7KVM5	Q9XW30	B3KUN1
Q8MZC4	O01916
Q9XWS4	Q9VJ19	P62888
Q9D0I9	Q19825	P54136
Q95RQ1	Q99435
Q9VJ33	O44821	Q9UFQ0
Q16543	Q24276	O02108
Q19910	Q9UJX0
Q9VG74	Q9NR45
Q9W259	P13688
P42356	Q9JHG7	Q9W1M7
Q9VYA7	Q5JTH9
P84244	Q71DI3	P02299	P34440
Q920A7	A8K2M0
Q20369	P36406
P48596	Q19980	P30793
P13008	P62854
O96880	G5EG49	P29083
Q9R171	O75973
Q9U757	Q9V3H8	Q9UKK6
Q9VCD8	Q18616	Q14683
Q99836	P22366	Q7K105
Q2EEM5	Q9NFR8	O60763
Q45EJ8	Q60952	Q5TZA2
Q9VJ87	Q17336	Q9HCG8
P25007	Q8IXY8
Q9VTY4	O01488	Q9BQD3
Q9VR52	Q9BLB6	Q53EV4
P33316	Q9V3I1	G5EET2
Q7KN62	P34808	Q5HY92
X5M5N0	Q9Y572	A1ZBL7
P35609	D0IMZ5	P18091	Q80X90
Q8CHH9	P42207	Q92599
Q9VXR5	Q19554	Q9NUQ8
Q9VYA6	O88942	Q14934
Q9VF02	Q9P2D1
A1Z833	Q8WTX9
Q9VEK8	Q17692	Q9Y2I1
Q24180	Q18171	Q9UKD1
Q13416	Q60862	Q24168
Q9NAH1	P26019	P33609	P28340
Q96T55	Q9VFS9	Q9XVD1
Q9VLG9	P04424
G5EDN7	O14786	P97333	Q9VYC7
Q9N373	Q9VP20	Q9UHC7
A8JR10	Q9BT88
Q09474	P48775
P61201	Q7KLV9	O01422
Q8MSQ2	Q6ICG6
Q9V8K2	Q03169
P10126	P53013	Q7K3V6	Q9BX10
Q9XZ34	Q6PR54	Q5UIP0
Q99P72	Q9VMV9	Q23187	Q16799
Q3UYH7	Q9VT57	G5E9L9
P22736	O44960
Q9VNF4	O61799	Q6IAN0
E9Q5G7	P78395
Q9VPI6	P47929	Q9N384
O43711	P53547	Q9VDA2
D3YUJ3	Q8N7R7
A1Z870	O43586
Q9VTB3	Q96JB8
Q9VUH7	Q18948	Q7Z6Z6
Q9VJA1	Q9NSE2
Q07021	Q21018	O35658	Q7JXC4
Q9NYK5	Q9VUJ0	P52709
Q9VZ44	Q96QV1
Q24491	Q13247
Q9VM02	Q684P5	G5EBY5
Q9I7S6	Q9Y233
Q9C0B0	Q18437	Q8BL48	Q86B79
O43709	Q9VHW6	Q18257
O54916	Q8WQ61	Q8MYM6	Q96D71
Q7PLI7	B3KQG4
O60504	O62482	Q9VA36
Q9N2Z7	Q9UII4	Q9W196
O35516	P41990	Q14162
Q9VH08	Q9NTG7
P70460	Q7K0G4	Q8N8S7
Q7JP75	P48608	P21917
Q9N2U6	Q9V8I2	Q9JHS3	Q9Y2Q5
Q20805	Q9Y215
Q00175	P10276	P34021	O45666
Q9NR33	Q9W256	O17072
Q9VYX0	Q8NF99
Q8VD62	Q9H3H3
Q9Y6I7	Q9VAT2
G5EGF4	Q9BWX5	Q9VF00
Q9GPA2	P11169
Q00612	P12646
A1Z9E3	Q8IYD1	P62631	Q9XV52
Q22021	Q9W141	P56134
O45577	Q8T6B9	P33240
Q27415	Q61937	O75607
Q9VN31	O14776
Q9P2J5	Q9VQR8	Q09996
Q9VPY4	Q9BIC2	P52756
Q8INE8	O60678
Q9U3Y7	Q6BER5	Q64127	Q09472
G5ECN8	Q9VRV5
Q91VW5	Q9W1R3	Q13439
Q8SZF1	O43502
P42858	P42859	Q8T069
Q9XZU1	Q9ERK4	Q965V4	Q96P70
O35284	P18847
Q21614	Q9VTU8	Q16790
Q75MR5	Q7K036	P34660
Q10655	P52168	P15976	Q08369
Q92622	Q9VTT9	Q7TSI1	O01738
Q0E9B5	G5EG65	Q8IV36
Q9JI19	Q9VW45	O43427
Q29R09	Q8WVN8
Q9VPG5	Q9NVE7
Q9BW27	A1YK02	Q22078
Q7JUV6	Q9U489	Q8CH72	Q6VVB1
O01590	Q9VGC2	P49748
Q7JVL3	Q8NAV1
P35396	P15370	Q9XTJ4	O00482
Q9VAY2	Q12931	Q18688
Q9VJ42	A0A087WWP8
Q9VXJ0	Q19246	Q96LJ7
Q9BRD0	Q9VC60	P30640
O60231	Q8SWT2	P34498
Q9VNJ5	Q9P2K9
Q7K3Z6	Q13237
Q7JVE7	Q17757	Q9BRV3
P84029	P99999
P51449	G5EEL3	P49866
O94901	A1Z6Q1	Q8BJS4	Q20745
O14807	H2L0Q6	Q8VHP8	Q9VYM8
Q93339	Q04725
O01349	G5ECC0	Q6ZMV9
Q60989	Q8WY64
Q61830	O45532	Q8IRH8	Q8WTT0
Q03565	Q9VLU0	O75531
Q9Y6A5	Q9JJ11	Q8IPN1
Q9W0B8	P53621
Q9VTX2	Q9XV44	Q8NB12
Q9VCH4	G5EEN3	Q8BUR4	Q149N5
O01864	Q9UPN6
Q20976	P00167
A1Z7S7	Q3T906
P15307	P15330-2	A0A087WVP0
Q61474	G5EE68	Q9VYI0	Q9BTF3
P51521	Q6PK81
Q8IYI8	Q8TA44	O88631	Q19203
Q9NA78	O95881
Q96EK6	Q9JK38	G5EC27
Q9VKJ3	Q12769
P00860	Q96A70
O35654	Q9W088	Q19366	P49005
Q9W499	P34662	P42766
P17535	G5ECG2
Q7K1W5	Q8N0U4
Q9Z0V2	P22001	Q20381
H2KZU7	Q961E7	Q08345
Q7JUY7	Q8I4H0	Q9UBP9
Q9VEN3	Q16644
Q969G9	Q8VE28	Q9VVV9
Q09651	Q7JVH0	Q9BW85
P34419	Q9VZZ6	Q9NPJ3
A1Z892	O08709	P30048
Q9Y3C7	Q9CXU1	P91869
Q9W5R8	P47962	P49405	P46777
Q92963	P63001	Q9V3C2
O75694	Q9V463	Q95Y13
Q9VFR1	Q9NX38
O54941	Q9W384	Q969G3
Q93230	Q9VKM6	Q15906
G5EFF9	Q9UI10
Q8WVC2	O76927	P49197
Q04912	Q95SH0	O61460
Q86BM6	Q9H4L4
P50432	P34897
O62535	Q9NAH2	Q9UL17
Q8K1S3	O15072	O76840
Q9VGN7	Q14191
Q9VTM2	P49958	Q9BQC3
G5EDL0	P41970
Q24583	Q23680	Q16864
P24350	P20268	Q01860
Q9CZV8	Q9VFN3	Q9UKC9
Q9W148	O94763
O75936	Q7K4A8	Q21526
Q9ULB1	A7UQ09	Q8IQH0
Q8TAQ2	P97496	Q7KPY3	H8ESF3
P08510	Q9H3M0
Q9VSF3	Q969M7
P28028	Q65CM2	Q8IVT5	Q95SI0
Q9VNC2	O88895	Q09440	Q9UBN7
Q4VGL6	O45962	Q9VV48	Q5TC82
G5ECX1	Q96HB5
O70494	Q8T092	Q9P2J8
Q9VSB9	Q9BTV4
Q9VYJ4	Q99943
P20480	P46873	P33175	Q96AC6
Q8MZI0	Q9BL68	Q86US8
Q13492	Q9VI75	Q9XZI6
O35082	Q9H227
Q9VKB0	Q9BW92
Q9VK56	Q03519
A0A087WTJ6	P52906
A1Z705	O95427
P02572	P63267
Q27481	P22314
Q9VG59	Q21225	Q08AM6
Q9U1Q2	P06745	P52029
Q9GQR5	P54227	Q93045
O00401	Q17795	P70315	Q9VAT0
Q9H299	Q9NFP5	Q9NF23
P58281	P27619-2	P20592	Q9U9I9
Q9VSE9	P10827	Q9XYB7
O61458	P45896	Q13485	P97471
Q99JG3	Q27512	Q6LES2
Q9VMD0	O35613	Q9UER7
O45923	Q7K3K5	O35149	Q8IWU4
Q19266	A1Z9X0	Q02956	P41743
Q15746	O01761	P23647	Q62312
Q9Z1Y4	G5EC72	O00151	A1ZA47
Q9VL06	Q9HAU4
Q9VX80	O95248
Q10664	P36507	Q24324
Q8SYD9	Q8WT52	Q8IZ09
Q22601	O75843	P22892
P28700	P19793	P10734	Q09587
O75312	Q9W379	O16999
Q9VRQ1	Q99PM9	Q9U3I7	Q96BW1
Q9CZ62	Q4LDG9
O46037	P19826	P18206
Q9VWC8	Q5T3U5
O45812	Q9W0B3	Q9NP79
Q09601	Q8NFH5
Q60898	Q8INJ8	O43930
Q9VWY7	Q9H7P6
Q8MQ17	Q32MZ4	Q3UZ39	Q9VXN3
Q9Z104	Q24537-3	Q09390	Q9NP66
Q9VJ43	Q19774	P51659
Q8TAX5	Q9ESC8	Q9VQI9
B5QSI6	O43186	P52955	P22810
Q8CIS0	Q564T0	Q9BXL6
Q7K738	Q21633	P68036
Q01768	P15531
P98063	Q19981	Q7Z7M0
Q21954	Q9VHE3	Q9H2G9
O01839	Q8MSY4	Q9UID3
D3DME0	Q13796
Q6ZT12	P91133
Q19A41	Q8IVP9
Q6XPX3	Q9NZ20
P24161	P20963
P41879	Q9VZF1	O95870
Q9W144	Q8N6V9
P49286	P06002	Q9GZG8
Q9GZU3	A1Z9L5	O01870
P34371	Q9W279	Q59HD9
Q9H0I9	Q9VVP4	O17759
Q7K159	Q96GY3
Q9W3X7	O95169
Q9W145	P49675
P06605	P52275	Q9NRH3
Q9H2K2	B7WN72	Q9VUX2
P47713	P47712
Q60972	P90917	P31146	P26308
Q8IGB6	Q8N6S4
A2AM29	Q9VM63	Q21501	Q03111
Q8SXV3	Q93084
Q8SXP0	Q9XXT5	Q92539
Q9NDC9	Q9V3J4	Q13610
Q7TMA4	Q9VVQ1	Q6NUP5	O02300
Q7PLK0	P90786	Q96J94
P61092	Q8T3Y0	Q8IW03
Q22143	Q9UMQ6
Q9V780	Q95ZS5	Q80ZI6	Q9C0I9
Q9VQG2	Q96BI3
Q09292	Q8IZ81
P54829	P16620	Q21514
O16867	Q92886
P47802	Q24036	Q13505
Q9I7D3	Q60865	Q6IMN6
Q9VF05	Q8TBK6
P20349	Q9NRX4
Q62120	P04626	Q21307	P18475
Q23023	Q91VJ4	Q02750	P10676
Q6ZQ38	O75155
Q61003	A1L4H1
Q962I2	Q96AX2
H2KZ07	Q8IUN9
P97318	P98082	P98081	A5JYR4
Q9VIP0	Q9Z179	Q8NEM2
Q01097	Q8MXV7	Q9TVI0	Q13224
P04637	P02340	Q9N6D8
Q9N3J4	Q9VXL4	Q13901
O95376	O76924	Q9NA31
Q9VDW6-2	O70585	Q9Y4J8
G5EBK5	P78382
P48036	P22464	P08133	Q27473
P40301	O44156	P25789
P14091	P55956
Q14558	Q23166	Q9VA53
Q9VBR1	P59016	Q18891	Q9H267
Q23232	P57081
Q9VU16	Q8WUA4
Q6PDN3	Q92630	P54936	Q9Y145
Q96SQ5	P34708	Q9Z0Z7	Q9VHM3
Q7JY68	Q9N4V4	O95476
Q9NAG4	P46459
P36955	Q9VFC1
Q9VU15	Q19335	Q15428
Q9VPM2	O62144	Q8WXK3
P54733	P30281	P51943
B6VQA1	P26687	Q15672
F6VAN0	Q20435	P18850
Q8WXI9	Q0E8G1	G5ECM2
Q8BTM8	Q7YSI9	Q7K5K0	Q96AX9
P11798	H2L0S7	Q9UQM7	Q00168
Q961G2	Q9XW53	Q13459
E2QD16	A0AUZ9
Q9VA69	P13674
P63092	P16378	Q9XTB2
Q9VER6	Q9NZR2
Q96EV8	Q91WZ8	Q9VVT5
Q8QZX2	Q68CZ6
P25228	O08989	P15153
P00540	D0Z5N4	Q8SZA4	Q62406
Q9BLX1	Q9N413
Q9VSK9	Q9H0K6
Q09566	Q8NCF0
Q6NP60	Q6UVY6
Q9VUL9	G5EFP5	Q9Y231
Q8WYA1	P07663	O54943
O17698	A6NCF5
A1Z8V7	Q9Y5K8
P17809	Q7KK97	Q9XXR3	P11166
P63141	Q9BQ31	H2KZQ6
H2L045	Q8IZW8
Q60953	P29590
Q93838	Q9Y6X1
Q9VG17	O44656	Q96SQ9
Q8NI38	Q24241	Q23595
Q7K0K1	Q9UHR5
P34567	Q9VNP8	Q6P1K8
O60711	O77284
Q9VFL5	P56192
Q8MPQ0	P12297	Q12872
O75751	Q9VFG2	Q10917
Q9VVX0	O14893
Q91VH1	Q8TEZ7
Q9TYN4	Q8T8V3	Q96GS4
Q9P2D0	P34568	Q9VFP2
Q9TZA9	Q9H3F6
Q9VP47	Q14692
P10383	Q9NP73
Q9VBX5	I6L9D0
Q9UM13	Q8K2H6	Q9VQ67
P15056	Q9VJ30
Q9VWX7	Q9DBX7	Q14469
Q13435	Q9VQK7	O16997
P28359	Q09602	Q53YH4	O43365
Q6NZY4	Q2PE14	Q9N457
Q9BT23	Q8IGL8	Q17522
Q9VU51	Q15435
P11911	P40259
Q8IVH8	Q23356	Q9W3N8	Q63932
Q9XW58	Q9VLK1	O00566
P49643	P33610	Q9VPH2
Q9JLI2	Q22369	Q4VAQ0
Q7K2N3	Q21312
P35398	Q9XUK7
Q9D318	G5EBE2	Q96CP6
Q8SXS9	P70414	Q71RS6
Q9BZK7	Q7KLW9	P90916
Q9VY54	Q9BKQ8	Q92620
Q15327	G5ECD7	Q8IQN4
Q9VC27	P57716	Q92542
Q9VR34	Q9H3U5
Q8VBU8	Q8N9N5
Q9W2R3	P70181	O14986
Q7K0W1	Q9NVH1
Q9VDD9	Q8IY81
Q24192	O17915	P61027	P60953
Q8TDW5	Q99N80
P11835	Q27874	P05106
P54254	P54253
Q9VCG4	Q8I4N3	Q9BTX1
Q9W1Q8	P49770	P34604
A1Z6G9	Q9TZH9
Q95XW5	Q9W3H7	Q00013
Q9VLW8	Q94239	Q9NUL3
Q9W352	Q9XUE7	Q9P0U4
Q9BWF4	Q95XQ8
P34661	P61960
Q9XYU0	Q9XXI9
Q92743	Q9JIY5	Q9VFJ3
Q61687	Q14527	Q86PD1
P46867	Q9HAQ2
Q9VY87	P25807	Q9UJW2
Q45VV3	P46937	Q95XU3	P46938
Q13546	Q05652	Q8K4B2
Q92997	P51140	Q22227
Q20357	Q9Y6X6
Q967F4	Q24298	P09803	P12830
Q99741	Q9VSM9	P91155
Q24592	P70424	P16234
Q10956	Q9VRR4	Q9P0L0
Q9W0R9	Q58EX7	Q11100
P13864	Q9VHH9	Q9GYI0	Q9UPP1
O60663	Q9VTW5
Q9VLQ9	Q9WV80	Q86XE0	D9PTP5
Q86NK9	P70288	Q969S8
Q09163	P18168	Q21281	Q8N2S1
O62106	P56537
Q07085	P23654	P22303
Q69ZI1	O61618	O75791
Q9VSR7	E2JL04	Q5ST30
P13677	Q9Z2W1
Q9VJX8	Q8K2C9	Q6Y1H2
Q8IP91	Q6L8Q7
P46935	Q9VSS9	Q15034
Q9U1H9	Q9XVS8	Q9H4D5
Q18694	Q92949	Q95V55	Q9R1E0
O15105	O62609	G5EEP2
Q9W2V2	Q91YI4	P49407
P11499	Q22235	P14625
Q9VR59	O43314
P63082	Q99437	Q21898
A1Z934	Q20184	Q13011
P61026	Q05062	A1Z6R7
Q9W1E4	O75807
P40425	P97368	P40427
Q3UXZ9	A6NKF2
P50636	Q7JR34	O01965	Q9UBS8
Q18579	P41212
Q8SX76	P46502	O75449
P05661	Q02566	P13535
Q9VXY2	Q7Z401
O01908	Q8SWZ6	Q9NVQ4
Q9VJ59	H2KZJ7	O60831
Q61539	Q24142	O01561	F1D8N6
Q9VHZ5	Q20939	Q9NVS9
Q9VAQ3	P00738
Q18946	Q13268
E9PH57	P11420	P15806	G5EEG9
Q95X87	Q8IWR1
Q9BY12	Q9VJ35	G5EGE8
Q9JHF9	Q9Y6Y9
Q00059	Q9BL39
G5EDQ5	Q9UIL1
Q9I7T6	Q16763
Q9NAE9	Q9NRQ2
O95786	A1ZAW0	P34529
Q9W2J6	H2KYQ5	O15488
A1ZAU6	Q13972
Q80TS5	Q95PV6	P07247
Q8K443	O94810
O96433	P34424	Q9UK58
Q9VV60	G5ED95	P54577
Q9VB02	G5EG54	Q92523
Q922J3	Q9VJE5	Q14203
P97313	Q70PP2	P78527
Q9VJC1	Q8TAK6
Q9CXW4	P46222	Q19162
P30613	Q9VVH0	Q7JL40
Q9VIM5	O15144
P68433	Q10453	P49450
O17048	Q61214	Q23566	Q5TCY1
Q9VZY7	Q9H147
Q7JWQ7	P43510	P43235
Q9VSA9	G5EE36	Q12988
Q9VIZ1	Q9N3F1	O00399
Q22046	Q9I7W5	Q9NQZ2
P46415	P00325
O18672	Q9VWD9	Q9UMX0
O15294	Q23049
G5EBS8	P23760	P20009
Q4Z8K6	Q9XWK4	Q6VN20
P55035	O61742	P55036
Q13951	Q08024	Q24039
Q9VA93	G5EGN2	O00767
O35887	Q6IAW5	Q9TYS8
Q8I9J6	Q6NZM9	Q13547
Q09103	Q9Y6T7
A8XMZ5	Q9VFE1	Q9BUP0
P28465	G5EG05	P56706
Q9VH48	Q86X55
Q9V3U6	Q9U2X1	P07711
P60764	O94844
Q18164	Q9W374	Q12882
Q86NX0	Q95XX0	P61086
Q9W3R6	P97465	O60496
G5ED58	Q9VZ61	Q99K43	O43663
Q9VE20	Q22206	P13379	Q9UGM3
Q08426	O44608
Q8IUH3	Q9VJ85	D0VWM8
Q9VF24	P55155
O96378	Q19862
Q9VR26	Q15696
Q45FX5	P46108	Q8IR23	Q60631
Q5SWU9	O17732	Q13085
P90794	Q95TJ1	Q8TEB1
P62874	Q9N393	Q9BQ67
O45370	Q96GZ3
Q9NLC2	P22711
Q9VL76	Q5WRT0	Q96RR1
Q9W2E3	Q20237	Q14919
P49757	P16554	Q9XTY6
Q24229	P20792	A0A0B4J2F2
Q9V9V7	Q8WYQ5
Q9U2T9	Q60902	O43639
Q7KN04	G5ED57	P12023	P05067
Q9VCX3	Q9BRJ2
Q9VU77	Q8N371
Q9U2M4	Q8IWW8
P35441	Q6UY14	Q9V9Q7	Q22631
Q9VWL9	J3KPQ4
Q15915	Q9VGL2	O46016
Q925Q8	H2KY91	Q24027	Q9UI36
Q9U2D9	Q9VFC8	P54840
Q99PJ1	Q9VVG0	G5EDK5	Q9Y5I1
Q7JP60	Q9VVB4	O60826
Q9VV40	Q8I0Z1	Q7Z3E2
P30050	Q9W1B9	P61866
A1ZBC4	O75716
O01901	Q9VLT8	Q9Y3C0
Q9H9G7	O76922	H2KZD5
Q9V535	Q21832	Q9Y5S9
Q9XZC3	P55072	Q94392
Q7K0Y1	Q14137
O88746	Q960X8	Q17796	O14964
G5EE56	P00522	P06241	P21803
P50140	P48643
Q7K2B1	H2KZK4	Q6ICB0
Q9NRL2	Q5BI37	Q91YE5
P70436	P28356	P10038	Q04787
Q20833	Q7YU51	O75962
G5ECU7	P18289	P05627	P05412
Q9VHF4	Q9H8U3
Q78PY7	Q9W0S7	Q9BXT4
Q9W4J7	Q9BSH5
Q9W2Y4	Q9ULX3
O17981	Q0E8K8	A6NEK1
P51450	O62116	P34021-2	Q9BZI0
O18240	P62270	P41094	P62269
Q9ERR1	Q9VT70	Q9GZM8
Q9UAV5	Q9VKX2	P40925
P48730	Q9JMK2	O76324
O44381	G5EFE1	O43307
Q921L5	Q21444	Q9VF78	Q14746
Q61221	Q99743
P48994	O01991	Q96QP1
Q7K0X3	O18158	Q7Z494
P11141	C7LA76	Q96BE0
